OBJECTID,ZCTA5,DDA_CODE,DDA_TYPE,DDA_NAME,Shape__Area,Shape__Length
832,33782,METRO45300M45300,SA,"Tampa-St. Petersburg-Clearwater, FL MSA",19278584.0019531,24856.5450648721
833,32829,METRO36740M36740,SA,"Orlando-Kissimmee-Sanford, FL MSA",67820946.3027344,49067.3172394492
834,07004,METRO35620MM5640,SA,"Newark, NJ HUD Metro FMR Area",46858760.7109375,44622.1894904429
835,08343,METRO37980M37980,SA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",141831100.289063,65841.1168659906
836,07865,METRO10900MM5640,SA,"Warren County, NJ HUD Metro FMR Area",48528862.7421875,37826.7359361931
837,07865,METRO35620MM5640,SA,"Newark, NJ HUD Metro FMR Area",10751968.9648438,17796.3879691491
838,85138,METRO38060M38060,SA,"Phoenix-Mesa-Chandler, AZ MSA",313499485.503906,113850.770573675
839,85121,METRO38060M38060,SA,"Phoenix-Mesa-Chandler, AZ MSA",281469942.949219,84700.8823964078
840,85286,METRO38060M38060,SA,"Phoenix-Mesa-Chandler, AZ MSA",59153577.8476563,48031.1250161867
841,60015,METRO16980M16980,SA,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",65071500.2890625,47914.334197817
842,33312,METRO33100MM2680,SA,"Fort Lauderdale, FL HUD Metro FMR Area",37121642.0839844,36564.1294100608
843,33133,METRO33100MM5000,SA,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",13534208.9941406,22376.3851274472
844,33322,METRO33100MM2680,SA,"Fort Lauderdale, FL HUD Metro FMR Area",18680995.0742188,21876.6230382652
845,33431,METRO33100MM8960,SA,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",27897986.1464844,27112.2431985431
846,99353,METRO28420M28420,SA,"Kennewick-Richland, WA MSA",143680402.9375,62560.2433554955
847,32578,METRO18880N12131,SA,"Walton County, FL HUD Metro FMR Area",2162785.30078125,17463.9386042715
848,32968,METRO42680M42680,SA,"Sebastian-Vero Beach-West Vero Corridor, FL MSA",143529525.839844,77459.3492570222
849,60093,METRO16980M16980,SA,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",40113453.2695313,35339.7533926947
850,32162,METRO36100M36100,SA,"Ocala, FL MSA",12013253.1523438,17195.8771179915
851,32162,METRO48680M48680,SA,"Wildwood-The Villages, FL MSA",67765263.8789063,49673.5455504133
852,28542,METRO27340M27340,SA,"Jacksonville, NC MSA",6118628.796875,15500.2525674644
853,87083,METRO10740M10740,SA,"Albuquerque, NM MSA",42591413.3046875,29565.7602387084
854,32461,METRO18880N12131,SA,"Walton County, FL HUD Metro FMR Area",54672479.6914063,40717.3518870323
855,02445,METRO14460MM1120,SA,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",12614066.6601563,22699.5216293777
856,92661,METRO31080MM5945,SA,"Santa Ana-Anaheim-Irvine, CA HUD Metro FMR Area",2684252.9765625,10879.0181781174
857,01223,METRO38340N25003,SA,"Berkshire County, MA (part) HUD Metro FMR Area",338568252.183594,102526.047343562
858,04435,METRO12620N23019,SA,"Penobscot County, ME (part) HUD Metro FMR Area",200302994.617188,56974.7459067418
859,07676,METRO35620MM0875,SA,"Bergen-Passaic, NJ HUD Metro FMR Area",13643536.5625,16816.80398147
860,08053,METRO37980M37980,SA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",130177262.742188,54822.8102009888
861,07039,METRO35620MM5640,SA,"Newark, NJ HUD Metro FMR Area",63778021.1054688,36297.3500278032
862,08221,METRO12100M12100,SA,"Atlantic City-Hammonton, NJ HUD Metro FMR Area",27205057.8554688,27134.0935790831
863,86015,METRO22380M22380,SA,"Flagstaff, AZ MSA",67536879.3476563,56631.9962211626
864,78670,METRO41700M41700,SA,"San Antonio-New Braunfels, TX HUD Metro FMR Area",19450448.7382813,21564.4828117765
865,86011,METRO22380M22380,SA,"Flagstaff, AZ MSA",520906.90234375,3832.9780766229
866,02199,METRO14460MM1120,SA,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",268188.0703125,2108.16889324095
867,89130,METRO29820M29820,SA,"Las Vegas-Henderson-North Las Vegas, NV MSA",30768638.0703125,35390.6633286185
868,10519,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",1301865.48828125,8679.19092371737
869,21409,METRO12580M12580,SA,"Baltimore-Columbia-Towson, MD MSA",68066368.5703125,49671.2687297412
870,03907,METRO38860N23031,SA,"York County, ME (part) HUD Metro FMR Area",21005127.9765625,24932.8764933746
871,93901,METRO41500M41500,SA,"Salinas, CA MSA",38575791.2070313,59412.3869273678
872,84009,METRO41620M41620,SA,"Salt Lake City, UT HUD Metro FMR Area",48412228.3710938,32211.76466913
873,97431,METRO21660M21660,SA,"Eugene-Springfield, OR MSA",210921432.976563,112646.694681148
874,14586,METRO40380M40380,SA,"Rochester, NY MSA",54170480.3398438,43864.186419577
875,11238,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",8703298.75,18378.7162214859
876,78254,METRO41700M41700,SA,"San Antonio-New Braunfels, TX HUD Metro FMR Area",69553283.0429688,75027.1213908142
877,11369,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",4917553.71484375,11365.5811711922
878,07675,METRO35620MM0875,SA,"Bergen-Passaic, NJ HUD Metro FMR Area",49005435.578125,42492.994090337
879,92130,METRO41740M41740,SA,"San Diego-Chula Vista-Carlsbad, CA MSA",68442217.5039063,42207.9767168451
880,96753,METRO27980M27980,SA,"Kahului-Wailuku-Lahaina, HI HUD Metro FMR Area",109321034.574219,84411.4260057946
881,96706,METRO46520M46520,SA,"Urban Honolulu, HI MSA",54924778.9453125,35015.7312971502
882,41091,METRO17140M17140,SA,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",241509100.25,104902.657555625
883,60061,METRO16980M16980,SA,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",40535279.0820313,40442.5833712297
884,15042,METRO38300M38300,SA,"Pittsburgh, PA HUD Metro FMR Area",76803978.2773438,53776.3856088743
885,70130,METRO35380M35380,SA,"New Orleans-Metairie, LA HUD Metro FMR Area",9009330.33398438,14887.6452848029
886,94526,METRO41860MM5775,SA,"Oakland-Fremont, CA HUD Metro FMR Area",54664381.3203125,45284.489435866
887,90404,METRO31080MM4480,SA,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",7472305.53515625,13429.2483616428
888,19073,METRO37980M37980,SA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",91265236.3320313,58582.3288932861
889,70070,METRO35380M35380,SA,"New Orleans-Metairie, LA HUD Metro FMR Area",385482127.332031,123324.75699717
890,93314,METRO12540M12540,SA,"Bakersfield-Delano, CA MSA",348785775.640625,111427.151331525
891,10504,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",82107656.1523438,55577.7344620848
892,11790,METRO35620MM5380,SA,"Nassau-Suffolk, NY HUD Metro FMR Area",33841930.5390625,44897.533418451
893,92336,METRO40140M40140,SA,"Riverside-San Bernardino-Ontario, CA MSA",75416160.625,50835.1429748956
894,78739,METRO12420M12420,SA,"Austin-Round Rock-San Marcos, TX MSA",40286982.2773438,32640.5998837951
895,79762,METRO36220M36220,SA,"Odessa, TX MSA",110754134.671875,78361.7497825039
896,92024,METRO41740M41740,SA,"San Diego-Chula Vista-Carlsbad, CA MSA",68523386.9804688,60083.3063111436
897,95831,METRO40900M40900,SA,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",31889309.5273438,24178.2025918455
898,08318,METRO47220M47220,SA,"Vineland, NJ MSA",18097581.7304688,59915.0611318047
899,02324,METRO14460MM1200,SA,"Brockton, MA HUD Metro FMR Area",131853779.074219,59256.9500548676
900,02460,METRO14460MM1120,SA,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",6494059.15625,16725.9737482284
901,02446,METRO14460MM1120,SA,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",6071088.5859375,10958.2703343456
902,97068,METRO38900M38900,SA,"Portland-Vancouver-Hillsboro, OR-WA MSA",124407030.195313,61382.4197072114
903,20816,METRO47900M47900,SA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",17897338.7382813,21637.5803595475
904,98629,METRO38900M38900,SA,"Portland-Vancouver-Hillsboro, OR-WA MSA",202937165.109375,82580.0462043528
905,19380,METRO37980M37980,SA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",136059247.902344,89544.2954767519
906,18045,METRO10900M10900,SA,"Allentown-Bethlehem-Easton, PA HUD Metro FMR Area",88579750.671875,70737.6287884868
907,89519,METRO39900M39900,SA,"Reno, NV HUD Metro FMR Area",28655607.953125,36515.0067218116
908,98103,METRO42660MM7600,SA,"Seattle-Bellevue, WA HUD Metro FMR Area",29896244.75,29431.4811701876
909,98383,METRO14740M14740,SA,"Bremerton-Silverdale-Port Orchard, WA MSA",101182387.609375,81788.5048807909
910,98642,METRO38900M38900,SA,"Portland-Vancouver-Hillsboro, OR-WA MSA",318665380.90625,90167.4436126548
911,60124,METRO16980M16980,SA,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",179604791.1875,94191.5683032407
912,07044,METRO35620MM5640,SA,"Newark, NJ HUD Metro FMR Area",12710314.859375,17329.2096001488
913,07083,METRO35620MM5640,SA,"Newark, NJ HUD Metro FMR Area",39466136.9257813,39847.9205262245
914,96853,METRO46520M46520,SA,"Urban Honolulu, HI MSA",483412.65234375,3470.47380072972
915,07876,METRO35620MM5640,SA,"Newark, NJ HUD Metro FMR Area",26769040.609375,27277.5391739257
916,60012,METRO16980M16980,SA,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",81912602.578125,70870.2878780777
917,07932,METRO35620MM5640,SA,"Newark, NJ HUD Metro FMR Area",31237505.5429688,35702.7087257115
918,08086,METRO37980M37980,SA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",39661186.078125,64065.683351861
919,18077,METRO10900M10900,SA,"Allentown-Bethlehem-Easton, PA HUD Metro FMR Area",4191359.5625,18079.5875705959
920,98107,METRO42660MM7600,SA,"Seattle-Bellevue, WA HUD Metro FMR Area",13963911.671875,19917.1158229093
921,31522,METRO15260M15260,SA,"Brunswick-St. Simons, GA MSA",212585505.224609,87724.9736460909
922,30039,METRO12060M12060,SA,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",96724425.7304688,59919.8130038149
923,31407,METRO42340M42340,SA,"Savannah, GA MSA",124816559.947266,67919.5549349824
924,31527,METRO15260M15260,SA,"Brunswick-St. Simons, GA MSA",44853412.453125,44949.7834640902
925,06484,METRO47930M47930,SA,"Waterbury-Shelton, CT MSA",146458945.773438,55177.1640337466
926,14091,METRO15380M15380,SA,"Buffalo-Cheektowaga, NY MSA",106468268.902344,99765.2235794142
927,28480,METRO48900M48900,SA,"Wilmington, NC HUD Metro FMR Area",19215493.5546875,22037.138445389
928,33621,METRO45300M45300,SA,"Tampa-St. Petersburg-Clearwater, FL MSA",29519246.4472656,24080.3676529431
929,10577,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",30332221.8710938,28250.0707492202
930,03885,METRO14460MM6450,SA,"Portsmouth-Rochester, NH HUD Metro FMR Area",74945077.9257813,36226.7984802182
931,80549,METRO22660M22660,SA,"Fort Collins-Loveland, CO MSA",820270821.722656,164728.002488203
932,80549,METRO24540M24540,SA,"Greeley, CO MSA",43701090.5976563,30913.8762419227
933,11201,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",6275900.515625,13693.3047358836
934,02467,METRO14460MM1120,SA,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",24169753.3476563,31850.1990356724
935,92880,METRO40140M40140,SA,"Riverside-San Bernardino-Ontario, CA MSA",100841640.296875,77343.1523378931
936,29414,METRO16700M16700,SA,"Charleston-North Charleston, SC MSA",185271638.224609,80411.0300134764
937,02912,METRO39300M39300,SA,"Providence-Fall River, RI-MA HUD Metro FMR Area",970979.44921875,7570.47220534609
938,95326,METRO33700M33700,SA,"Modesto, CA MSA",110826966.578125,69830.0273488955
939,95835,METRO40900M40900,SA,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",38133563.0820313,36681.764461432
940,95683,METRO40900M40900,SA,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",367746055.839844,102035.29682392
941,29492,METRO16700M16700,SA,"Charleston-North Charleston, SC MSA",230326404.505859,92386.6563953716
942,19312,METRO37980M37980,SA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",42737434.8007813,46023.8033630158
943,91006,METRO31080MM4480,SA,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",25094520.6875,48620.2798268322
944,94928,METRO42220M42220,SA,"Santa Rosa-Petaluma, CA MSA",32709390.7890625,38700.2893217722
945,11379,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",10043098.625,17001.4744527875
946,60490,METRO16980M16980,SA,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",45023274.7773438,44304.5049859511
947,03110,METRO31700MM4760,SA,"Manchester, NH HUD Metro FMR Area",159863545.285156,55801.5327328891
948,91724,METRO31080MM4480,SA,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",23553314.0390625,36263.6766717
949,77380,METRO26420M26420,SA,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",43978208.4882813,31638.3721426212
950,78252,METRO41700M41700,SA,"San Antonio-New Braunfels, TX HUD Metro FMR Area",98390918.296875,69785.5729781509
951,93437,METRO42200M42200,SA,"Santa Maria-Santa Barbara, CA MSA",191104547.09375,83138.2491498949
952,78244,METRO41700M41700,SA,"San Antonio-New Braunfels, TX HUD Metro FMR Area",26210167.7304688,33580.9888192046
953,92653,METRO31080MM5945,SA,"Santa Ana-Anaheim-Irvine, CA HUD Metro FMR Area",26082031.984375,39540.6446226102
954,10606,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",6700077.41796875,14754.0425401483
955,93312,METRO12540M12540,SA,"Bakersfield-Delano, CA MSA",55376453.9375,36371.2229631266
956,92881,METRO40140M40140,SA,"Riverside-San Bernardino-Ontario, CA MSA",122908932.601563,86983.1280668685
957,91354,METRO31080MM4480,SA,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",27924160.6445313,29080.9727610665
958,77041,METRO26420M26420,SA,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",65866632.6367188,47974.1088977698
959,76711,METRO47380M47380,SA,"Waco, TX HUD Metro FMR Area",14331228.6601563,16616.6221282
960,91761,METRO40140M40140,SA,"Riverside-San Bernardino-Ontario, CA MSA",107781403.089844,54250.4198909034
961,91765,METRO31080MM4480,SA,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",70134101.2578125,50216.6321472475
962,02130,METRO14460MM1120,SA,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",17408398.7265625,24055.832666001
963,32934,METRO37340M37340,SA,"Palm Bay-Melbourne-Titusville, FL MSA",84353745.7792969,51938.5247375586
964,32092,METRO27260M27260,SA,"Jacksonville, FL HUD Metro FMR Area",514572888.150391,120424.994557271
965,32141,METRO19660M19660,SA,"Deltona-Daytona Beach-Ormond Beach, FL HUD Metro FMR Area",82697800.1972656,41686.706683277
966,34105,METRO34940M34940,SA,"Naples-Marco Island, FL MSA",32836879.5527344,32842.3947362597
967,33487,METRO33100MM8960,SA,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",22989074.2246094,24773.1850285365
968,33412,METRO33100MM8960,SA,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",194815455.160156,73421.5750605173
969,34746,METRO36740M36740,SA,"Orlando-Kissimmee-Sanford, FL MSA",186740575.376953,91085.2724627729
970,77007,METRO26420M26420,SA,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",26214829.109375,30191.5750469764
971,77377,METRO26420M26420,SA,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",123353793.117188,88415.3654502959
972,75035,METRO19100M19100,SA,"Dallas, TX HUD Metro FMR Area",92642092.90625,50841.9922193968
973,32963,METRO42680M42680,SA,"Sebastian-Vero Beach-West Vero Corridor, FL MSA",117004706.240234,91540.3987917681
974,33141,METRO33100MM5000,SA,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",22522531.7441406,22543.0395995499
975,10573,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",25123613.5234375,27748.003036012
976,11803,METRO35620MM5380,SA,"Nassau-Suffolk, NY HUD Metro FMR Area",27876559.8476563,23983.0543338115
977,07750,METRO35620MM5190,SA,"Monmouth-Ocean, NJ HUD Metro FMR Area",8794332.00390625,12687.4076028373
978,07079,METRO35620MM5640,SA,"Newark, NJ HUD Metro FMR Area",12876768.609375,14877.5032663703
979,85086,METRO38060M38060,SA,"Phoenix-Mesa-Chandler, AZ MSA",230929356.429688,78243.3282740282
980,60585,METRO16980M16980,SA,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",61944484.6289063,62196.3472823387
981,60585,METRO16980MM3780,SA,"Kendall County, IL HUD Metro FMR Area",8294124.49609375,21136.2207385234
982,02452,METRO14460MM1120,SA,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",18332595.8710938,20844.2385687895
983,07871,METRO35620MM5640,SA,"Newark, NJ HUD Metro FMR Area",183436106.394531,73669.2824921963
984,02163,METRO14460MM1120,SA,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",847741.44140625,5034.79628437259
985,07450,METRO35620MM0875,SA,"Bergen-Passaic, NJ HUD Metro FMR Area",26544017.1132813,30400.1835181943
986,07076,METRO35620MM5640,SA,"Newark, NJ HUD Metro FMR Area",40682112.2929688,41895.0622389939
987,19342,METRO37980M37980,SA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",87240803.40625,77216.6815046483
988,89011,METRO29820M29820,SA,"Las Vegas-Henderson-North Las Vegas, NV MSA",67670625.6445313,56327.8471517321
989,89511,METRO39900M39900,SA,"Reno, NV HUD Metro FMR Area",570824821.671875,122713.770244794
990,89014,METRO29820M29820,SA,"Las Vegas-Henderson-North Las Vegas, NV MSA",30339689.2265625,31347.5234300111
991,48025,METRO19820M19820,SA,"Detroit-Warren-Livonia, MI HUD Metro FMR Area",38432138.0820313,33991.0246005455
992,32544,METRO18880M18880,SA,"Crestview-Fort Walton Beach-Destin, FL HUD Metro FMR Area",29804792.6855469,26636.3752646518
993,07940,METRO35620MM5640,SA,"Newark, NJ HUD Metro FMR Area",22249799.1601563,23596.4586441689
994,21044,METRO12580M12580,SA,"Baltimore-Columbia-Towson, MD MSA",51826776.8164063,37229.2856365285
995,10004,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",2018326.078125,10707.6562248633
996,11235,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",11649002.6640625,20200.3105229857
997,10708,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",13418928.5820313,24006.591926901
998,11554,METRO35620MM5380,SA,"Nassau-Suffolk, NY HUD Metro FMR Area",28593200.7265625,25670.7219448059
999,80202,METRO19740M19740,SA,"Denver-Aurora-Centennial, CO MSA",5069060.87890625,14470.2518909405
1000,10958,METRO28880M28880,SA,"Kiryas Joel-Poughkeepsie-Newburgh, NY MSA",98311495.6367188,73170.0000009537
1001,11360,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",6135142.84375,11250.0098205534
1002,92106,METRO41740M41740,SA,"San Diego-Chula Vista-Carlsbad, CA MSA",21660941.6601563,33973.3087596375
1003,91020,METRO31080MM4480,SA,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",2704842.1796875,8532.60442020888
1004,06471,METRO35300M35300,SA,"New Haven, CT MSA",49530998.9648438,41816.5465649514
1005,91607,METRO31080MM4480,SA,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",9443474.75,15221.3482697333
1006,02461,METRO14460MM1120,SA,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",7287368.25,22842.1012283559
1007,01742,METRO14460MM1120,SA,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",121099844.941406,51141.1002196099
1008,66610,METRO45820M45820,SA,"Topeka, KS MSA",191562038.683594,109030.219650257
1009,91708,METRO40140M40140,SA,"Riverside-San Bernardino-Ontario, CA MSA",30928762.0585938,28324.2174790982
1010,93455,METRO42200M42200,SA,"Santa Maria-Santa Barbara, CA MSA",457118233.679688,196202.934638327
1011,92688,METRO31080MM5945,SA,"Santa Ana-Anaheim-Irvine, CA HUD Metro FMR Area",49574259.3085938,43249.8624632802
1012,95678,METRO40900M40900,SA,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",48751761.2617188,43337.1531399168
1013,94028,METRO41860MM7360,SA,"San Francisco, CA HUD Metro FMR Area",57731072.0507813,49108.00094168
1014,93906,METRO41500M41500,SA,"Salinas, CA MSA",53661904.0546875,40002.0296215335
1015,91307,METRO31080MM4480,SA,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",17042796.9414063,23573.2017098519
1016,91307,METRO37100M37100,SA,"Oxnard-Thousand Oaks-Ventura, CA MSA",13839939.15625,17807.6692379427
1017,90064,METRO31080MM4480,SA,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",14036079.2226563,21515.0405892781
1018,94402,METRO41860MM7360,SA,"San Francisco, CA HUD Metro FMR Area",20856738.25,44172.3691538885
1019,11368,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",12052600.5820313,18141.0030893348
1020,10017,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",1340546.44140625,8961.37615852997
1021,92591,METRO40140M40140,SA,"Riverside-San Bernardino-Ontario, CA MSA",64350757.4648438,47040.0257828632
1022,92373,METRO40140M40140,SA,"Riverside-San Bernardino-Ontario, CA MSA",151380609.023438,92079.2962180718
1023,90068,METRO31080MM4480,SA,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",30941592.5,36780.9187622871
1024,92008,METRO41740M41740,SA,"San Diego-Chula Vista-Carlsbad, CA MSA",39779556.6210938,34247.4965358171
1025,19087,METRO37980M37980,SA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",69211602.8007813,64251.8599007378
1026,11418,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",7491711.76953125,14943.5934450515
1027,97217,METRO38900M38900,SA,"Portland-Vancouver-Hillsboro, OR-WA MSA",80809893.6328125,67347.484544119
1028,91604,METRO31080MM4480,SA,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",18192109.015625,25454.9402859296
1029,77059,METRO26420M26420,SA,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",32014330.4570313,30358.1713148482
1030,02215,METRO14460MM1120,SA,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",4806307.3515625,15869.8161388452
1031,02139,METRO14460MM1120,SA,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",8279780.8671875,13715.6902622857
1032,01907,METRO14460MM1120,SA,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",14692653.6328125,17614.4504677131
1033,33624,METRO45300M45300,SA,"Tampa-St. Petersburg-Clearwater, FL MSA",32107930.3828125,33860.0559378217
1034,34987,METRO38940M38940,SA,"Port St. Lucie, FL MSA",376573354.984375,91074.7588418665
1035,34684,METRO45300M45300,SA,"Tampa-St. Petersburg-Clearwater, FL MSA",27006160.9355469,30094.3584396911
1036,38017,METRO32820M32820,SA,"Memphis, TN-MS-AR HUD Metro FMR Area",319669186.757813,120820.196389877
1037,60544,METRO16980M16980,SA,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",91214120.0234375,72107.4418036413
1038,34639,METRO45300M45300,SA,"Tampa-St. Petersburg-Clearwater, FL MSA",96214124.5722656,61349.5383950689
1039,32127,METRO19660M19660,SA,"Deltona-Daytona Beach-Ormond Beach, FL HUD Metro FMR Area",63107267,48321.6163581835
1040,33143,METRO33100MM5000,SA,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",25476596.703125,30434.2755875296
1041,33544,METRO45300M45300,SA,"Tampa-St. Petersburg-Clearwater, FL MSA",96508664.90625,57498.1921629907
1042,33606,METRO45300M45300,SA,"Tampa-St. Petersburg-Clearwater, FL MSA",11884615.7441406,22381.2925621344
1043,33309,METRO33100MM2680,SA,"Fort Lauderdale, FL HUD Metro FMR Area",34128768.5234375,27396.7284467108
1044,33331,METRO33100MM2680,SA,"Fort Lauderdale, FL HUD Metro FMR Area",39126434.921875,28286.2480560402
1045,34120,METRO34940M34940,SA,"Naples-Marco Island, FL MSA",470433308.529297,104392.919934045
1046,32765,METRO36740M36740,SA,"Orlando-Kissimmee-Sanford, FL MSA",143323717.84375,80858.1874823242
1047,23116,METRO40060M40060,SA,"Richmond, VA HUD Metro FMR Area",229341809.546875,114047.920052546
1048,20003,METRO47900M47900,SA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",10641690.4375,18849.2346634052
1049,06443,METRO35300M35300,SA,"New Haven, CT MSA",168996156.367188,88654.0585406378
1050,06524,METRO35300M35300,SA,"New Haven, CT MSA",98856849.6875,45140.0470340924
1051,32346,METRO45220N12129,SA,"Wakulla County, FL HUD Metro FMR Area",86556682.78125,67076.7414541128
1052,33149,METRO33100MM5000,SA,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",24309595.2949219,34450.7013354909
1053,10006,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",437776.65625,3415.26457969686
1054,10973,METRO28880M28880,SA,"Kiryas Joel-Poughkeepsie-Newburgh, NY MSA",38828044.0859375,36483.7355403584
1055,02903,METRO39300M39300,SA,"Providence-Fall River, RI-MA HUD Metro FMR Area",9657028.75,21245.3254839367
1056,07627,METRO35620MM0875,SA,"Bergen-Passaic, NJ HUD Metro FMR Area",9454143.4375,14367.4435184737
1057,80018,METRO19740M19740,SA,"Denver-Aurora-Centennial, CO MSA",155034718.046875,83312.0014872171
1058,30339,METRO12060M12060,SA,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",38654144.4453125,55922.9659485743
1059,28211,METRO16740M16740,SA,"Charlotte-Concord-Gastonia, NC-SC HUD Metro FMR Area",42727873.5546875,37237.1433232606
1060,20724,METRO12580M12580,SA,"Baltimore-Columbia-Towson, MD MSA",80838569.4921875,46995.6390382282
1061,10589,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",33045444.5507813,36805.5529159514
1062,19701,METRO37980M37980,SA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",119461051.890625,76035.0593590154
1063,19426,METRO37980M37980,SA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",152251171.070313,90642.3479574091
1064,38362,METRO27180M27180,SA,"Jackson, TN HUD Metro FMR Area",34068218.109375,37079.4048248975
1065,17584,METRO29540M29540,SA,"Lancaster, PA MSA",65982557.7304688,55434.0315083291
1066,10065,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",1889654.828125,6951.48793506279
1067,10040,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",2574700.94140625,8205.95043873036
1068,00716,METRO38660M38660,SA,"Ponce, PR HUD Metro FMR Area",25347627.1689453,44680.8635391071
1069,85257,METRO38060M38060,SA,"Phoenix-Mesa-Chandler, AZ MSA",25899859.1289063,30686.067126756
1070,11566,METRO35620MM5380,SA,"Nassau-Suffolk, NY HUD Metro FMR Area",28858871.2851563,28843.1708622763
1071,96825,METRO46520M46520,SA,"Urban Honolulu, HI MSA",34069126.3671875,27755.5135022083
